0.0889782, 0.0796432, 0.0943936, 0.113613, 0.0400317,
0.453044, 0.436817, 0.449911, 0.446913, 0.0399462,
0.51865, 0.515448, 0.5094, 0.50951, 0.0400035,
0.538997, 0.543775, 0.538977, 0.537143, 0.00498471,
0.527086, 0.533216, 0.527098, 0.527139, 0.0390209,
0.526633, 0.523871, 0.526095, 0.526914, 0.0399563,
0.525656, 0.524026, 0.525707, 0.526215, 0.00647893,
0.525227, 0.523696, 0.525173, 0.525786, 0.0375342,
0.523185, 0.522999, 0.523511, 0.523516, 0.0399913,
0.522337, 0.522725, 0.52288, 0.523076, 0.0402091,
0.52179, 0.521921, 0.52255, 0.522484, 0.0321954,
0.521153, 0.521455, 0.522016, 0.522309, 0.0240603,
0.52114, 0.521175, 0.521668, 0.52188, 0.0395489,
0.520863, 0.521091, 0.521649, 0.52212, 0.0400191,
0.521059, 0.521167, 0.52111, 0.521691, 0.0323118,
0.521002, 0.521005, 0.521186, 0.52155, 0.0396709,
0.520913, 0.520952, 0.520901, 0.52162, 0.0566279,
0.520928, 0.520897, 0.5206, 0.52133, 0.0393466,
0.521111, 0.520997, 0.520676, 0.520929, 0.0400398,
0.520941, 0.521044, 0.520689, 0.52094, 0.0399568,
0.521041, 0.520934, 0.52067, 0.521293, 0.0399825,
0.520952, 0.520936, 0.521011, 0.521068, 0.0400223,
0.521072, 0.521025, 0.520948, 0.520783, 0.0399745,
0.520792, 0.520915, 0.520762, 0.521079, 0.0400073,
0.52092, 0.521031, 0.520403, 0.52095, 0.0400359,
0.520892, 0.521211, 0.520513, 0.520908, 0.039957,
0.520933, 0.5209, 0.520689, 0.520984, 0.0400034,
0.520954, 0.520832, 0.520621, 0.520916, 0.0400275,
0.520643, 0.520863, 0.520759, 0.520914, 0.0400009,
0.5208, 0.520855, 0.520644, 0.520997, 0.0399714,
0.520941, 0.520567, 0.520715, 0.520955, 0.040762,
0.520823, 0.520499, 0.520741, 0.520874, 0.039299,
0.520936, 0.521075, 0.520856, 0.520969, 0.0401556,
0.520973, 0.52074, 0.52093, 0.52111, 0.0398349,
0.520947, 0.520957, 0.520932, 0.520979, 0.0399943,
0.520852, 0.520918, 0.520846, 0.520935, 0.039998,
0.520923, 0.520557, 0.520825, 0.520649, 0.0400028,
0.520719, 0.521015, 0.52072, 0.520835, 0.0195961,
