0, 0, 0, 0, 0.197531;
0, 0, 0, 0, 0.0258236;
0, 0, 0, 0, 0.0153889;
0, 0, 0, 0, 0.0331222;
0, 0, 0, 0, 0.0478866;
0, 0, 0, 0, 0.0122698;
0, 0, 0, 0, 0.0260881;
0, 0, 0, 0, 0.0240968;
0, 0, 0, 0, 0.0122568;
0, 0, 0, 0, 0.0241186;
0, 0, 0, 0, 0.0143142;
0, 0, 0, 0, 0.0236721;
0, 0, 0, 0, 0.0238288;
0, 0, 0, 0, 0.0125316;
0, 0, 0, 0, 0.0245217;
0, 0, 0, 0, 0.0245707;
0, 0, 0, 0, 0.01231;
0, 0, 0, 0, 0.0237781;
0, 0, 0, 0, 0.0250235;
0, 0, 0, 0, 0.0121152;
0, 0, 0, 0, 0.0237906;
0, 0, 0, 0, 0.0238149;
0, 0, 0, 0, 0.0116282;
0, 0, 0, 0, 0.024322;
0, 0, 0, 0, 0.0243448;
0, 0, 0, 0, 0.0121028;
0, 0, 0, 0, 0.024895;
0, 0, 0, 0, 0.0243762;
0, 0, 0, 0, 0.0125826;
0, 0, 0, 0, 0.0240128;
0, 0, 0, 0, 0.011688;
0, 0, 0, 0, 0.0249015;
0, 0, 0, 0, 0.0256942;
0, 0, 0, 0, 0.0118973;
0, 0, 0, 0, 0.0246478;
0, 0, 0, 0, 0.0127883;
0, 0, 0, 0, 0.023978;
0, 0, 0, 0, 0.0241808;
0, 0, 0, 0, 0.0120687;
0, 0, 0, 0, 0.0235494;
0, 0, 0, 0, 0.0255082;
0, 0, 0, 0, 0.0135595;
0, 0, 0, 0, 0.0243771;
0, 0, 0, 0, 0.0122003;
0, 0, 0, 0, 0.0245357;
0, 0, 0, 0, 0.0250309;
0, 0, 0, 0, 0.0113975;
0, 0, 0, 0, 0.0245344;
0, 0, 0, 0, 0.0253474;
0, 0, 0, 0, 0.0108014;
0, 0, 0, 0, 0.0239616;
0, 0, 0, 0, 0.0260206;
0, 0, 0, 0, 0.0111434;
0, 0, 0, 0, 0.0242863;
0, 0, 0, 0, 0.0257294;
0, 0, 0, 0, 0.0121906;
0, 0, 0, 0, 0.0277396;
0, 0, 0, 0, 0.0247481;
0, 0, 0, 0, 0.0117179;
0, 0, 0, 0, 0.0122255;
0, 0, 0, 0, 0.0248302;
0, 0, 0, 0, 0.0249582;
0, 0, 0, 0, 0.0124193;
0, 0, 0, 0, 0.0270765;
0, 0, 0, 0, 0.012425;
0, 0, 0, 0, 0.0246311;
0, 0, 0, 0, 0.0125203;
0, 0, 0, 0, 0.0272145;
0, 0, 0, 0, 0.033901;
0, 0, 0, 0, 0.0119218;
0, 0, 0, 0, 0.035902;
